"probe","GSM254684","GSM254674","GSM254664","GSM254724","GSM254627","GSM254661","GSM254647","GSM254696","GSM254641","GSM254675","GSM254694","GSM254678","GSM254717","GSM254695","GSM254708","GSM254646","GSM254711","GSM254669","GSM254673","GSM254702","GSM254691","GSM254689","GSM254710","GSM254719"
"208314_at",6.097350162,6.604224539,6.887866643,6.858408475,7.188398832,6.998070242,6.965007077,6.686938343,7.068467615,6.83933131,6.814173566,6.79431132,7.105042293,6.689527245,6.883546766,6.658685817,6.914233368,6.890190601,6.686912118,6.645531449,7.080060327,6.995585606,6.655530095,6.806764482
"209575_at",7.900850825,8.031532542,8.199371395,6.829933671,7.289406245,7.850518949,7.923041975,8.05041256,7.416889826,7.774751564,7.80294285,8.066902842,7.502770594,7.389974777,8.032771567,8.185412405,7.841292096,8.381135164,8.18073451,7.963516557,7.768677589,8.087876518,7.833698749,8.080731371
"212608_s_at",8.368174668,9.580451558,9.004705725,10.03201872,9.261693359,10.27136868,9.608630244,9.580623977,9.273787974,9.968662381,9.781357666,9.50081834,9.930730411,9.867153774,10.11501273,10.33077092,9.748207041,10.2016585,10.3755307,10.09513569,9.791001131,10.1824575,9.921419682,10.27505425
"207989_at",5.344634806,4.917724334,4.804763168,4.76134758,4.79606761,4.714810289,4.785938831,4.713706985,4.687080164,4.854143784,4.806371241,4.831488998,4.814703433,4.81065327,4.950454639,4.469656101,4.804313129,4.753294709,4.613974181,4.790420304,4.728356192,4.640401819,4.483281708,4.701003579
"220462_at",5.821263702,5.37560665,5.408390656,5.607011959,5.37560665,5.404393264,5.334813207,5.871922025,5.363958828,5.511249647,5.288955964,6.00875891,5.351051594,6.029395234,5.184852475,5.137917503,5.299474442,5.096998231,5.343469437,5.396260791,5.399604041,5.465299068,5.099361266,5.421225755
"205723_at",7.564655489,7.15411315,7.534338266,7.509299532,7.959237945,7.471413723,7.278470283,7.549686431,7.220241013,7.252406886,7.252329388,7.308460442,7.522596072,7.27346613,7.275537271,7.103481907,7.245316594,7.379955511,7.14232967,6.977838131,7.277753841,7.000652382,7.194583557,7.298929513
"213710_s_at",8.285316258,8.205782538,8.373995243,8.364403656,8.666364654,8.420776423,8.436127874,8.463037084,8.446803591,8.465197064,8.282869812,8.921698858,8.548140247,8.394478553,8.55708902,8.470097342,8.265694625,8.506888035,8.539611132,8.482948256,8.501949781,8.297384665,8.061968598,8.574120149
"218849_s_at",8.265703389,8.370411971,9.664860163,9.24263789,8.478468408,8.929280508,8.595639952,8.88004321,8.60129324,8.809528055,9.040933427,9.264778571,8.431829007,8.145604241,8.464780256,8.749465992,8.668562519,8.688202425,8.356360927,8.760266087,8.267349621,8.461806785,7.565764845,8.537554238
"214980_at",7.004956969,7.097859154,7.621318425,7.35940104,7.367850497,7.295900564,7.220371775,7.468800077,7.354925179,7.367123051,7.372206084,7.284019134,7.402597225,7.344903707,7.381267684,7.218540384,7.622118199,7.346869308,7.28175417,7.489834091,7.474407385,7.489438575,7.334251373,7.532363142
"219980_at",6.593577107,6.286312723,6.886242365,6.365539387,6.530396538,6.644868028,6.366691335,6.494542615,6.420369977,6.604165192,6.408450824,6.440441178,6.386813396,6.159631456,6.448264795,6.50767075,6.170423796,6.452167724,6.17297839,6.359264368,6.345893807,6.249199994,6.41019307,6.37340054
"201294_s_at",8.491169316,8.581082535,10.61406204,8.181761465,8.974065259,8.731801147,9.112313319,8.76991635,9.112656104,9.255568342,9.684721622,7.502108298,9.072160977,10.44982312,8.880791309,8.802978725,10.37194504,8.000702987,9.161627782,8.978500745,9.292087926,8.583675573,8.628425291,8.899195825
"210545_at",7.863382288,7.372535252,7.670633273,7.559602762,8.03284172,7.65818144,7.605516416,7.748568522,7.720909714,7.814088912,7.557773432,7.847576527,7.880227146,7.798376572,7.69438559,7.409046525,7.811172758,7.633828386,7.265325073,7.427060214,7.800572404,7.364051572,7.207901742,7.441618018
"217935_s_at",8.194238335,8.488705643,8.194018265,8.185619327,8.853099523,8.766152397,8.710071646,8.58089356,8.578290126,8.717540348,8.308491108,8.568258851,8.401402512,8.198022226,8.561847799,8.590830053,8.065680566,8.750272153,8.483265829,7.848480681,8.670384058,8.391045029,8.357254745,8.202081174
"218782_s_at",7.248307723,7.077759073,7.052981134,7.573711845,8.235968454,6.628592484,7.035235281,6.584532886,7.084155546,6.364104696,6.447992373,6.311830786,6.615422456,6.500075206,6.333336275,6.329112956,6.349309312,6.35046875,6.262755328,6.239692892,6.388925122,6.621049525,7.088650401,6.063123142
"200666_s_at",10.72166091,10.08086752,10.0854526,10.24484302,10.18328121,10.02972412,10.417056,10.33671589,10.79056909,10.27348917,10.5721466,9.351823501,10.44456522,10.49109662,10.71827036,11.29996891,11.70711634,10.74308403,10.46631638,10.7978891,10.20176463,10.31197232,10.73100039,10.76683299
"211214_s_at",6.27087467,5.952428642,6.295801209,6.152472848,6.35606775,6.238672216,6.018060563,6.324933284,6.330282919,6.084067464,6.268531905,6.308467649,6.348239059,6.398256464,6.006385369,6.074180024,6.483262419,6.095940101,5.926180445,6.114269213,6.138292355,6.433828435,6.088707881,6.271692932
"209711_at",7.754065636,8.399770615,8.260419001,8.142990577,8.082511922,8.338025858,8.807221384,8.941025423,8.55480037,9.240801428,8.381286279,8.963964408,8.038902085,8.304329152,8.256675604,8.058685955,8.168240159,7.582375912,8.209589381,8.376063624,8.190906753,7.998635457,8.46253424,8.206345404
"218545_at",5.988734415,6.624112155,6.198031242,6.945494167,7.371747827,7.076700483,6.115280301,6.291166015,7.142280425,6.887503589,6.917810794,6.70346449,6.723762929,6.343512347,6.931984449,7.466063001,6.315348795,7.002337889,7.088221689,6.718909448,6.957984086,7.78247081,7.142439191,7.09297039
"207391_s_at",9.637438606,9.400369874,9.542715215,10.2090603,10.0322179,9.604867278,9.423883882,9.652620735,9.819727361,9.777384385,9.419703376,9.537057671,9.551476114,9.546656211,8.866741301,8.662021464,9.632335429,9.032957507,9.379919025,9.45962354,8.959939521,9.000300581,9.053291786,9.560314205
"220151_at",7.097183278,6.45056743,6.797888702,6.904098943,6.771961784,6.391139346,6.421314988,6.706608302,6.575896159,6.459463644,6.65700681,6.924300582,6.564218983,6.592456683,6.447499739,6.449507702,6.870616166,6.592883516,6.696954898,6.685295929,6.664260483,6.276344721,6.380238252,6.612019852
"206254_at",5.921314229,6.348761599,5.796931571,6.842640614,6.392802061,5.70469645,6.620431116,6.365734878,5.539967526,5.551865077,5.808996946,6.704856011,5.536534466,5.567490922,5.570993327,5.44209107,5.842671228,5.586558402,5.317051638,5.585580984,5.640023154,5.743197526,5.773007813,5.456818934
"205263_at",9.332702644,8.756407107,9.943906779,8.758799556,8.668990994,9.190560482,9.052058053,8.684990025,9.03120851,8.829008876,8.818651326,8.909591607,9.05255899,8.69683655,8.916019285,8.807886881,8.722373041,8.538877693,8.626468917,8.308597472,8.594874252,8.874837325,8.801816656,8.330002311
"214348_at",7.212374844,7.714019241,7.410370488,7.437735669,7.703274192,7.345356745,7.347465419,7.450755687,7.348327897,7.254007568,7.489264656,7.61632116,7.495592069,7.416300785,7.436134366,7.133636945,7.696578065,7.29368038,7.285921998,7.634995422,7.384591501,7.171482873,7.132847873,7.374377664
"220147_s_at",10.21507699,9.793817334,9.735023428,11.06281598,10.58156705,9.897134625,9.853199336,9.782199245,10.85041507,10.31784535,10.32834843,10.25055348,9.760599618,9.31898803,9.545120941,9.879724973,9.499670241,9.097820759,9.836516443,9.298247486,9.478939252,9.7421782,9.394087647,9.84803703
"216042_at",8.884449019,8.208552148,8.62941056,8.494365827,8.655518998,8.595193547,8.460081313,8.508383276,8.627243834,8.451441994,8.61515464,8.487274186,8.573217193,8.523771021,8.65148075,8.471584985,8.488167062,8.549576803,8.329707701,8.422421943,8.693227598,8.441196662,8.457196401,8.471020766
"217730_at",9.065608337,9.531015225,11.0925423,9.021550516,8.358423603,9.400162552,9.679542164,9.691779874,8.995949796,9.091362891,9.501903111,8.445529309,9.755637312,9.688911383,9.873167989,9.928753684,9.838969083,10.72820812,10.27379822,10.23610899,9.65411905,10.06953723,9.808652097,10.46532288
"201356_at",9.581185422,9.930860105,9.645503812,9.823801819,9.631025291,9.802812391,10.05741789,9.755832436,9.704973155,9.830858918,10.11332085,9.06723728,10.04237197,9.680749226,10.03830388,10.3976866,9.928401681,10.26871662,9.902624267,9.912825958,9.779583089,10.23840044,10.02876873,10.2465608
"209953_s_at",9.579475714,9.285835471,9.157461819,9.283533505,8.945219121,8.48494016,9.644421646,9.364023048,9.355858416,9.015357563,9.626600724,8.791330258,9.189596201,9.610185423,9.282983916,9.511428803,9.571025693,9.313072512,9.358957908,9.554930818,9.368686641,8.943009283,9.608995052,9.558703347
"215672_s_at",8.862999632,8.414249707,8.422533772,8.397598531,8.32235771,8.346987623,8.811887794,8.544509002,8.083769508,8.081770717,8.340148217,8.134141642,8.381167804,9.278288426,8.359289741,8.467187771,8.523446693,8.178730353,8.333382647,8.189746224,8.303132849,8.254072118,8.82693283,8.549366801
"213244_at",7.388327478,8.71171332,7.219685897,7.333077427,7.780359794,7.175024554,7.8977414,7.453279486,7.761636134,7.352590749,8.479946026,7.578534847,7.566412407,7.238900451,7.764948735,7.909893765,7.615691973,7.584593128,7.565257294,7.845485925,7.625862783,7.105251166,7.61890759,7.897215789
"215366_at",7.333725616,7.143756568,7.581031118,7.548268986,7.806387372,7.696161321,7.43268875,7.535733542,7.373200696,7.467601726,7.332013843,7.519870089,7.41991356,7.41855787,7.395064634,7.020271964,7.155815498,7.285689407,7.074465428,7.290941671,7.363224484,7.086826289,6.767044516,7.370192827
"207573_x_at",12.02422611,11.8919722,11.37305233,11.46891434,11.47361186,11.53227453,11.50853045,11.3972653,10.89633271,11.29104423,11.57148494,11.86225409,11.12405145,11.51928638,11.38383043,11.46911929,11.469092,11.58371222,11.61719008,11.38389277,11.49434342,11.27697686,11.84218152,11.46274792
"209760_at",8.415421301,8.308305062,8.298520242,8.213956143,7.994478875,8.157790709,8.662230915,8.47813109,8.412565,7.918864384,8.28291818,7.600883892,8.272892282,8.205343039,8.302737275,7.697176053,7.910392308,8.550311104,8.39290528,8.158077348,8.347490024,8.473408846,7.852749094,8.127466406
"206381_at",6.876987089,6.619578151,6.877580164,6.793778696,7.23984973,7.132429637,6.679654252,6.480983905,6.992870124,7.34323593,6.915918422,6.924136374,7.150498957,6.65952326,7.099495522,6.584632499,7.004384093,6.599730174,6.400451646,6.892097486,7.257814037,6.683651075,6.431108854,6.316010544
"212073_at",7.910766621,8.289109852,8.625096043,7.957371653,8.021665691,8.072246899,8.040942571,8.78190993,8.945548975,8.95793638,8.426438953,8.622338233,8.392227793,8.470463918,8.167846605,8.230049249,8.774795533,7.828203385,8.589937672,8.781066926,8.297733068,8.75161129,8.098883248,8.714363851
"216843_x_at",8.897999979,8.959062894,8.594470417,9.116663131,8.94527442,8.389968388,8.878275425,9.0963317,8.931494454,9.074631408,8.773643766,8.730093831,8.472814957,8.740350057,8.604059633,8.464943606,8.724912089,8.652975253,8.731666378,8.533100687,8.492493221,8.322029016,8.491942093,8.636517482
"205615_at",4.510535272,4.423013284,4.643193745,4.481794345,4.30433029,4.291813315,4.210311559,4.190345781,4.190591764,4.323035587,4.311404423,4.760443566,4.30259832,4.355736746,4.259224492,4.196279836,4.439510919,4.22770193,4.368749057,4.476994827,4.312369683,4.261115729,4.240172886,4.252203247
"203833_s_at",8.570810127,8.651234778,8.601372765,8.195789354,8.191149278,8.245908334,8.581233992,9.353361604,8.563519024,8.928670135,8.823120902,8.507381378,8.540403554,8.974769576,8.428947403,8.088395702,9.23588446,8.353241722,8.6287696,9.288978362,8.89558628,8.853197877,7.891631523,8.835381728
"214809_at",4.720326079,4.655347073,4.592444798,4.547322332,4.364922371,4.363858107,4.403336427,4.618796478,4.323770748,4.470318879,4.418617218,4.251834204,4.418711768,4.464529558,4.267732579,4.274421986,4.721400099,4.313071927,4.512549041,4.375144342,4.480112035,4.190317306,4.309748802,4.38638516
"216490_x_at",4.83459972,4.529348743,4.748742366,4.576485166,4.812233817,4.719652487,4.542231527,4.514123977,4.548779544,4.4605509,4.51585543,4.8727815,4.486480924,4.492668562,4.539715336,4.383769311,4.964732515,4.474097091,4.546878325,4.545892373,4.625442487,4.486721591,4.519900998,4.558106343
"221183_at",7.729222995,7.365315403,7.675474015,7.760075161,8.240829483,7.543881586,7.664477878,7.870358196,7.729393037,7.631175393,7.677722271,7.963983452,7.643486636,7.745625542,7.615142406,7.440384713,7.752178716,7.4363656,7.484693765,7.681410362,7.869902927,7.533000134,7.361423963,7.515091907
"214500_at",6.929912903,8.0122835,7.270271584,6.929370471,7.678783357,7.657862653,7.868920045,8.114668498,7.797088682,7.456631453,8.179462883,7.606265668,8.006336349,7.952548334,7.973928485,8.110334625,7.555338082,8.681968047,8.737294519,7.746088928,8.253601571,8.633119596,8.200535507,8.203025191
"217425_at",5.602878768,4.970141294,5.116054048,5.106724544,5.520462827,5.543636293,5.0634662,5.091146957,5.081124728,5.231539908,5.200901716,5.559529776,5.174041096,5.053609836,5.083817186,5.070711034,5.113187492,5.144349113,4.817398991,5.106979191,5.358020278,4.756060742,4.712641842,5.00915569
"217250_s_at",6.265640024,5.904401129,5.965510222,6.129326233,6.201277072,6.229450234,6.197354597,6.28514144,6.284649339,6.222872744,6.276298897,6.308919192,6.403553395,6.132886402,6.410332077,6.058490868,5.938384298,6.032487158,5.823346674,6.121324268,6.26808106,6.011400063,5.827265959,5.927220442
"216592_at",6.239382092,5.315663363,5.701495201,5.869263379,5.468500331,5.468873639,5.471786548,5.595098551,5.595998708,5.797441929,5.56370219,5.599447599,5.468632009,5.532565324,5.471651024,5.476664726,6.08156128,5.586520186,5.32011103,5.670830242,5.598186865,5.600951266,5.214396278,5.536102128
"211407_at",4.709920982,4.235868617,4.868284562,4.331943866,4.414803209,4.213492727,4.243454693,4.381569631,4.26675913,4.370819775,4.372906042,4.157867618,4.189938567,4.254027352,4.361161666,4.334744114,4.378770325,4.427842628,4.425910417,4.210130158,4.317103027,4.241526837,4.234196012,4.507445025
"202776_at",9.543066372,9.174881662,9.641009059,9.719951167,9.268947569,9.005689704,9.373223972,8.92631799,9.294661839,9.734948767,9.162201038,9.664913926,9.134409575,9.081510233,9.062369192,9.740358914,9.5755361,8.956475478,9.16608925,9.177812983,9.066691024,9.894616908,9.332243069,9.372593917
"212017_at",10.01543417,9.817488817,10.05091383,10.32409371,9.58511473,10.18827354,9.7176119,9.831417574,9.876265217,10.56633046,10.28828809,10.0473317,10.14381883,10.31895785,10.20512094,10.62690199,10.25909555,10.71344417,10.44053691,10.37193954,10.11051771,10.47343366,10.158008,10.59890431
"215553_x_at",8.192869093,7.714255398,7.457458442,7.448205175,7.473583018,7.696087189,7.63901863,7.830266774,7.882046943,7.644045623,7.724405512,7.974687646,7.724484636,8.152617284,7.756568398,7.39681286,8.304948849,7.286774242,7.847128577,8.156557441,7.401044122,7.312290816,7.669615924,7.842453603
"219494_at",6.747641051,6.797784969,6.529395677,7.677025678,7.478183326,6.306622468,6.678025881,6.645869656,6.57450862,7.26940182,6.407274137,6.485191338,5.99379397,6.278843082,6.237225676,6.007373373,5.890742502,6.106729942,6.536627134,5.855909513,6.112917228,6.289619278,6.05088106,6.223139121
"210212_x_at",7.396427738,8.812285421,8.557139443,8.180648316,9.108184654,7.936563629,8.535248819,7.821067786,7.645110087,8.562624087,8.720874924,7.825343442,8.223517285,8.369634604,8.148847468,8.506850414,8.200821223,8.416418256,8.480139721,8.286085136,8.158250548,8.490594331,8.521696847,8.23334559
"65770_at",10.24747721,9.605430067,9.527596532,9.686196436,9.81345785,9.468890622,9.776726395,10.00574922,9.957854905,9.559294974,10.22404385,9.913387945,9.680742498,9.977262953,9.672920778,9.623790171,9.715008345,9.668080421,9.711819754,9.798907369,9.501822486,9.231286887,9.534074921,9.753222252
"209758_s_at",6.556831506,6.610035442,6.820609077,6.20583478,7.912885678,7.039400475,6.008681752,6.667924883,6.783728681,6.726073014,6.362660822,6.517643148,7.680222167,6.525129139,6.95692743,6.762335903,6.157444732,6.952650014,6.216047374,6.626048607,6.564247792,6.419986068,7.803362211,6.750070147
"212611_at",8.615674725,9.828168554,10.44613033,8.886186214,8.648605623,9.98480477,9.93846778,10.04982702,10.36768525,9.599430561,10.21833633,9.239798789,9.993382223,9.635900447,9.857598812,10.35341619,10.24283411,10.37467048,10.19067574,9.927045941,10.15760862,10.02715224,9.561091569,10.21852176
"217451_at",5.990967831,4.772044938,5.178695234,4.865060987,5.116876675,4.933719011,4.945345475,4.848332514,4.892125616,5.032226417,4.93392752,5.061502244,4.910062868,5.07095218,4.978835754,4.964225356,5.064167795,4.978746823,4.863783492,4.904929634,4.96264685,4.891241679,4.968785317,4.799115127
"214668_at",6.177840249,6.017219853,6.423055363,6.297805679,6.412648688,6.100128627,6.20686893,6.187360233,6.341708919,6.094070555,6.119971893,6.182823409,6.18106853,6.230671088,6.28637572,6.220269917,6.206181283,6.080945174,6.213759306,6.394971848,6.292671806,6.091754277,5.779901816,6.083599312
"201975_at",8.262510716,8.160455951,7.680600218,8.660595038,8.64362862,8.188526142,8.533929113,8.521194172,8.382072485,8.22144936,7.857974959,9.135198108,8.420716146,8.092259306,8.152710546,8.671660039,8.723429502,8.361711468,8.465721202,8.360184359,8.426697822,8.969773419,8.635925973,8.554031861
"210502_s_at",8.486141789,8.400311239,8.599144246,8.673900289,8.252647091,8.195428806,8.381664978,8.59837585,8.324805394,9.085348979,8.691027471,8.337475667,8.002152754,8.195666271,8.450571894,8.393506445,7.681188739,8.494771496,8.566326387,8.1301469,8.402793675,8.296000829,8.669245936,8.321810225
"215762_at",6.387261559,6.168848186,6.285346052,6.367018512,6.51889179,6.320157386,6.403286735,6.370564168,6.326556793,6.387261559,6.460393933,6.137882822,6.542655375,6.498736898,6.219136246,6.215762478,6.566768913,6.267793017,6.291345256,6.456698417,6.460039144,6.358626971,5.911619816,6.454240415
"203012_x_at",14.04928494,14.0494922,14.23331547,14.47099353,14.08126254,14.21630354,14.10978131,14.05837085,14.02853696,13.94865618,14.05571447,14.04447782,13.82607309,14.12606605,14.08353378,14.02061939,14.02154339,14.06813775,14.02307849,14.00560497,14.050811,14.15286134,13.94589354,14.15769154
"211258_s_at",8.749004762,8.436513617,8.58078804,8.392441267,8.580580514,8.809009286,8.34456671,8.513608051,8.521473442,8.508766643,8.396022882,8.715820123,8.63630074,8.505570263,8.381189439,8.255654312,8.554707195,8.2705102,8.268506193,8.486292023,8.389440832,8.011636042,7.99604919,8.25281251
"200882_s_at",9.972398667,10.07226895,10.30694732,11.04100568,9.64946145,9.693138923,10.17228375,10.07009744,10.43185371,10.26741753,9.893428571,9.950841611,9.060477944,9.670248448,9.487889014,9.324230544,9.540983056,9.764482071,9.742801781,9.633430676,9.44087902,9.479410731,9.649872849,9.592698207
"220659_s_at",8.499965761,8.563744555,7.834099656,8.174788084,8.108944756,8.099879562,8.569997157,8.89442081,7.955814512,8.233459358,8.056657765,8.00123761,8.021416957,8.561803767,8.190181009,7.625492766,8.278368354,7.94748383,8.180674871,8.006333508,8.060061975,7.555156902,7.814489812,8.229501586
"206778_at",7.161000439,6.398531537,6.791789188,6.566619673,6.720882038,6.417126784,6.448547798,6.573132985,6.654990269,6.608683049,6.665519662,6.400658619,6.610800738,6.747044789,6.451821959,6.514333795,6.843620538,6.602194337,6.690107764,6.542990859,6.622117676,6.456680575,6.449102541,6.788954605
"215635_at",5.079463478,4.507328775,4.750062783,4.536142245,4.52949005,4.526616331,4.5217288,4.61771912,4.610614289,4.462144142,4.774884477,4.343139706,4.624740026,5.354821157,4.626584173,4.332577365,4.740498826,4.530754932,4.593495754,4.672365579,4.715455633,4.685916982,4.534157773,4.576098408
"209335_at",9.859920788,9.60780144,8.142622022,7.952904691,7.976447923,10.35152724,9.416057095,9.868285765,8.766248569,9.808023762,9.486479174,9.072876671,10.84424909,10.1320806,10.98082639,10.94561004,10.29751548,11.10599071,10.89250832,10.3968277,10.37711137,11.2489604,11.07693687,11.07068493
"217909_s_at",8.77311575,9.327371229,9.275993341,8.676732414,8.606954837,8.84576241,8.821440603,8.621442757,9.055115706,8.784381126,8.169324888,8.318772771,8.669829863,8.633737863,8.386402601,8.908830178,8.627252189,8.821966752,8.749946727,8.708738931,8.722021544,8.576572502,8.915916492,8.916232921
"205143_at",6.653147788,6.791811324,7.072446736,6.867868771,7.158824241,7.103251962,6.950730361,6.963938739,6.89619173,7.095495514,7.171901018,7.384902438,7.000794192,7.107205593,7.101209746,7.094984484,6.878284562,7.084063894,6.868916861,7.07124647,7.164046364,7.073189015,7.019020375,7.033806629
"213526_s_at",5.493039834,6.702119564,5.655881007,5.235851622,5.380267505,5.210432022,5.565239809,5.685000009,5.290649502,5.389657263,5.337854477,5.194884311,4.98423595,5.030720791,5.290254796,5.250737077,5.531283093,5.369409534,5.166823008,5.359778447,5.146405388,4.7358915,5.217490176,5.129004205
"202108_at",9.470898315,10.51552342,9.524750649,9.341078326,9.687477779,9.30525129,9.422226049,10.00635267,9.222744257,9.128952294,9.784317052,9.000150208,9.642009599,9.518785739,9.733446843,9.609514086,9.316009712,10.1197362,10.01883275,9.257623894,9.735310517,10.04191719,9.64326775,9.738564249
"219558_at",7.005233142,7.312367888,7.994854125,7.417124083,8.394492223,7.362917481,7.801688097,7.87053238,7.580807645,7.662475362,7.604645536,7.273797638,7.613353335,7.658370974,7.377471554,7.349812171,7.160871208,7.166818986,7.4058191,7.26685636,7.32453372,7.551710122,7.438769934,7.440852481
"200046_at",11.21534552,11.04368517,11.12716101,11.16975921,11.65957321,10.95516502,11.7752323,11.0960781,10.53104616,10.8613078,10.44501816,11.15661249,10.63983252,10.53452872,10.47648637,10.69499756,10.27555861,10.79400114,10.91594606,10.75604327,10.59783961,10.17941848,10.86513166,10.6345903
"211918_x_at",8.46773742,8.022209213,8.268957267,8.284673293,8.638746,8.180024734,8.358722947,8.455285884,8.316675016,8.354215177,8.39181256,8.501064019,8.295362289,8.391864428,8.320905475,8.140197735,8.057157681,8.171576176,8.193912625,8.268615074,8.280628484,8.013954902,8.015383338,8.44012184
"218453_s_at",7.470692748,6.843806583,7.067238015,7.17086907,7.454229218,7.429304756,7.257371414,7.244037764,7.227643762,7.123410064,7.27540762,7.200295231,7.419915074,7.238804971,7.297235093,7.064428986,7.000698487,7.363008486,7.052982474,7.059969458,7.209328136,7.246380658,6.996601716,6.823001971
"219522_at",7.020790125,6.804093908,7.471089695,6.73523171,6.659416946,6.742094081,6.580513783,6.997950971,6.780641009,6.734429761,6.76111397,6.756316679,6.988692002,6.86772804,6.629496386,6.915230316,6.768588373,6.596093533,6.586232756,6.692009298,6.588513037,6.547801075,7.486152342,6.656675184
"212926_at",6.79519789,7.258155307,7.511042001,7.91885638,7.851654499,7.562429406,7.207501989,7.791927539,7.673812688,8.132409907,7.361526785,8.20983232,7.390563909,7.509013799,7.384439354,6.603056555,8.300571185,6.703149378,7.226340835,7.688178016,7.55154481,7.55500174,6.903749447,7.333104341
"207144_s_at",8.153918392,7.995670532,7.937810633,8.059594808,8.131612208,7.918894923,7.757828166,7.84818134,7.772631461,7.667286487,8.000819734,7.664701925,8.343678815,8.124877829,8.017825419,7.744540295,8.040431135,8.207691813,7.909186181,8.280682845,7.839846603,8.08707943,8.007886008,8.131088711
"220677_s_at",6.035039711,5.680011612,5.413573326,5.593551967,5.406182028,6.084255222,5.467910516,5.622975871,5.362363497,5.402874201,6.382887582,5.632641666,7.135359686,6.486065104,6.67815367,8.352976187,7.270816867,7.922052506,7.517464468,7.985550671,7.186981458,7.151343829,6.54005005,7.126610874
"222037_at",5.675759454,5.786437265,5.326509486,6.263145843,7.520567557,5.39347844,6.671328255,7.107425964,5.965319153,5.551918874,5.565200029,5.470212088,5.186477373,5.555752052,5.248363655,5.107271255,4.804313129,5.172609625,5.168473382,4.966493815,5.107503599,5.17327989,6.109560153,4.762818254
"204038_s_at",8.664703881,8.760904132,8.972034115,9.337036981,9.280710348,9.139413621,9.23432439,8.966709891,8.857077298,9.054252044,8.792418489,9.16393542,9.295526902,8.71242097,9.044783583,9.012863749,8.813893722,9.049101346,8.868443139,8.711220864,9.066239856,9.07740844,8.752800156,8.698126247
"202720_at",9.952716063,9.856803479,10.10297163,10.26302709,9.519565221,9.585778112,10.43583375,10.89538038,9.27430861,10.28264412,9.436018501,10.36437703,9.89346394,9.288307123,9.638316211,10.2040313,9.891965812,9.409998908,9.937538643,9.439569765,9.364381933,9.681492899,9.701308114,9.85441508
"220606_s_at",8.173378734,6.795434451,7.185299608,7.13380591,7.259013168,7.432016953,7.405618624,7.173687803,6.98491291,7.261219881,7.067187485,7.323400945,7.238610076,7.258944995,7.372535025,7.676266813,6.993448122,7.23911229,7.218542944,7.53786162,7.500413657,7.376463605,7.394303379,7.250695128
"207855_s_at",4.896951075,5.085201462,4.860463855,4.821753567,4.673520795,4.879459096,4.926957272,4.609844176,4.922527502,5.075506583,5.50256632,4.989534651,4.611495904,4.706410783,5.113425197,5.112237755,4.650771434,5.134814609,4.958499031,4.727112728,5.445959086,5.501736214,5.950904384,4.715550069
"212571_at",8.581799753,9.091209004,8.726262809,9.315529565,9.55150173,8.802537548,10.21671599,9.531611101,9.234607519,8.915220367,8.834043552,9.095714783,8.837593339,8.942336231,8.980831482,8.587999796,8.716103633,8.924223991,9.050806699,9.197317043,8.763923242,8.506776865,8.641073584,9.197820066
"221751_at",7.714523922,8.881124442,8.390727563,8.631376356,8.587153177,8.803364546,7.493423355,8.34842907,9.226785013,9.208652268,8.231472423,8.169613791,9.06126227,8.57544295,8.706716865,9.347738443,8.833684387,8.770012222,9.051533685,8.629993558,8.92585876,9.483504595,9.162991005,9.128489552
"210744_s_at",7.680698466,6.93818433,7.671373087,7.102588698,7.512399895,7.35706078,7.09524398,7.300222509,7.283213686,7.433573654,7.39323427,7.186539926,7.479665867,7.420403719,7.33053311,7.225867367,7.314812746,7.267902591,7.294739326,7.19713233,7.368061659,7.133120341,6.942707442,7.350360531
"203411_s_at",10.21052149,10.01928709,10.64518562,11.06809066,9.172627513,9.5257793,10.07273071,10.25872502,9.392399376,10.84693276,10.62964408,10.25569855,10.61007259,10.4490926,9.922104461,9.856964934,11.38200711,10.26973046,10.32837955,10.7367404,9.731901879,10.53777678,10.58187236,10.5394943
"219682_s_at",7.360779835,7.2622789,7.073231738,6.777038078,6.741395765,7.080460004,7.215185346,6.986488105,6.867089571,6.881206482,7.163368163,7.504975248,8.821662879,8.266630186,8.155176258,9.703504943,7.617080257,10.07683331,8.996716278,9.216625443,9.092330437,9.268346978,8.034251001,9.593089946
"211695_x_at",9.152278823,9.305977771,10.50455503,9.788913457,9.149926966,10.04139903,9.534785906,8.715127636,8.850883734,9.565905512,9.559547476,9.91569904,8.733724547,9.383893592,9.45430595,9.107290981,9.220444806,8.701402381,8.708067829,8.710227521,9.365644453,9.048362351,9.513247876,9.585185033
"208076_at",6.526081248,6.345546001,6.086676468,6.278080859,6.567690312,6.506429528,6.251891752,6.390629161,6.467772278,6.534594038,6.363238681,5.955236678,6.500033918,6.238372066,6.314090849,6.031008154,6.330477577,6.542773153,6.054161225,6.415046992,6.50802523,6.051776582,5.859575172,6.166884472
"200620_at",11.15446388,11.67801183,11.82325771,11.83311544,10.74193217,12.06914298,11.57341773,11.54911531,11.24744758,11.62894872,11.91240234,11.82486323,11.51375346,11.37946452,11.68769555,11.99961294,11.08152835,12.14930542,12.16281562,11.5973738,11.78630464,12.05895432,11.63346712,11.66709835
