"probe","A","M","pvalue","padj"
"218925_s_at",4.7498913187,0.0433076212000039,0.573970633074485,0.733226277978085
"206250_x_at",7.1895291838,0.0311016029999989,0.57411617565684,0.733226277978085
"215181_at",6.1004482527,-0.0435119227999996,0.574581422000168,0.733289149835176
"222172_at",5.2340717362,-0.0402421881999953,0.574852906281694,0.733289149835176
"215132_at",4.84755583055,-0.0621259632999971,0.574898693470778,0.733289149835176
"206697_s_at",7.57097170405,0.324804376700008,0.575589854682629,0.733858718252396
"214490_at",7.6009541488,0.0599868426000034,0.576773953119501,0.735056015020605
"213065_at",8.9979069668,-0.0926054397999927,0.577504746901817,0.735256025192379
"217244_at",6.1333657856,0.0434840198000028,0.577850788140611,0.735256025192379
"216635_at",6.05789147875,-0.0394931318999969,0.5779445519751,0.735256025192379
"1861_at",6.8772551001,-0.071952974399994,0.578137447627728,0.735256025192379
"221627_at",7.24027158495,-0.0406854516999973,0.57815632114294,0.735256025192379
"221159_at",6.66823600445,-0.050108768899995,0.578578072645289,0.735311028655114
"213858_at",6.5558844194,0.0391084428000017,0.578868964369967,0.735311028655114
"207394_at",6.89475445625,0.0672118285000023,0.578934883227793,0.735311028655114
"204943_at",8.0896440639,-0.0433648801999951,0.580251878733788,0.736671873127957
"206118_at",8.23535391115,0.0566399251000025,0.581381114304247,0.737726252752703
"202858_at",10.903817687,-0.072587747999993,0.581574195920048,0.737726252752703
"215313_x_at",13.7608382135,-0.0608330409999969,0.582763014737147,0.738658257764859
"211019_s_at",6.9435258324,0.048123116800002,0.582801365376474,0.738658257764859
"209842_at",7.879659388,-0.0537802903999962,0.583263349078244,0.738931607784937
"219393_s_at",5.12635963135,-0.038426119499996,0.585905664209934,0.741451842548584
"215741_x_at",6.2718423271,0.0694912438000008,0.586094401362448,0.741451842548584
"220094_s_at",8.1203051741,0.104298486000005,0.586140121221308,0.741451842548584
"210232_at",7.46523795275,-0.0450286362999988,0.586241256841747,0.741451842548584
"205117_at",8.2286294819,-0.0580052039999934,0.590167726476566,0.745529170791586
"206000_at",5.5071003694,-0.0630405817999984,0.590367000859075,0.745529170791586
"221294_at",8.07073623375,-0.0466812160999961,0.590438490054678,0.745529170791586
"215762_at",6.3703511668,-0.0336637855999973,0.590459103266937,0.745529170791586
"214388_at",5.6396086924,0.0283010011999991,0.591756574645325,0.746822647056801
"220151_at",6.6337328816,0.0477587520000036,0.592130062997374,0.746822647056801
"211826_s_at",6.92219936705,0.0452022071000044,0.592230359116043,0.746822647056801
"219647_at",6.2578011573,0.0581839476000008,0.593275642318664,0.747826439897476
"220379_at",8.56011812085,0.0420581397000035,0.593712621375326,0.747866099853456
"207604_s_at",8.04297190775,0.0833007271000028,0.593805683283644,0.747866099853456
"206287_s_at",7.71068925755,0.0487050919000058,0.59411789852431,0.747945319166148
"51176_at",8.94277396255,0.0412637269000022,0.595157438110337,0.748627885661955
"207855_s_at",4.9017871829,-0.0531372891999986,0.595321944578376,0.748627885661955
"35671_at",9.33394771565,-0.051126268299992,0.595408711729808,0.748627885661955
"202017_at",11.0433954791,-0.208543665799997,0.596139530263732,0.749232756929701
"215521_at",7.03899081255,0.0608869025000027,0.596490850079888,0.74936036442197
"212470_at",9.0900856293,0.0747895588000063,0.596862917796973,0.749371994822507
"209933_s_at",8.9596949219,-0.0700569003999956,0.596999689208597,0.749371994822507
"203978_at",8.12932996235,-0.0595480890999944,0.597829590667536,0.750099862819996
"220194_at",5.87897002195,-0.0418454226999962,0.598842772506025,0.750774317411114
"213396_s_at",8.5065999291,-0.0727268289999969,0.599106285969289,0.750774317411114
"215085_x_at",8.78839930775,-0.0413498730999979,0.599117905294069,0.750774317411114
"213903_s_at",6.59054510595,-0.0459968946999947,0.60006075194947,0.751641860479503
"215736_at",5.7158090095,-0.0344265347999988,0.60070809008464,0.75213867706758
"210991_s_at",7.4746093207,0.039292441200006,0.601775081977069,0.753160302849898
"209300_s_at",8.31916471675,-0.0853471290999952,0.603455843591375,0.754514657880128
"214189_s_at",6.15065460315,-0.0574153708999967,0.603749178759992,0.754514657880128
"200613_at",10.4909650914,-0.0611933291999929,0.603851319816739,0.754514657880128
"207344_at",6.31307347,0.039887267200001,0.603863231190063,0.754514657880128
"210876_at",6.3060097286,0.0548126348000038,0.604272924991629,0.754591795297218
"210871_x_at",7.20383209445,-0.054475994699998,0.604428028033072,0.754591795297218
"207841_at",6.4437424394,0.041162220200003,0.607969219159731,0.758697028901494
"207494_s_at",8.3949887204,0.0385795844000025,0.609390879565878,0.760154943325419
"210430_x_at",8.0988399813,0.0395789284000028,0.610625503575619,0.761378433386059
"204180_s_at",7.5643847904,-0.0850907591999936,0.611795858993262,0.762520804727788
"203062_s_at",8.1333918025,-0.0651606683999955,0.613165437791343,0.763910429142039
"215936_s_at",7.6362664772,0.0575119464000036,0.613984773256723,0.764575074271489
"220480_at",5.19447477355,0.0463096509000032,0.614208642998096,0.764575074271489
"217742_s_at",10.306596175,0.0747247126000037,0.616787598910828,0.767466941821851
"205114_s_at",8.41771851005,-0.206066168099998,0.61835096075089,0.769093234764788
"204043_at",8.3478782074,-0.0896472861999946,0.618849290512768,0.769394061971945
"220226_at",6.0422570158,0.0566681868000014,0.61940594364273,0.769767121345564
"216282_x_at",7.87861114995,0.0327913847000003,0.619987147196414,0.770170369188092
"220848_x_at",7.3556316754,0.039312193999999,0.620500283730629,0.770488762910549
"200707_at",8.41059750295,0.0674326867000055,0.623207442736458,0.773530131654685
"204660_at",7.4814731543,0.0536936710000031,0.623742595952538,0.773874188526723
"210077_s_at",6.05779025545,0.0576459405000032,0.62549189344382,0.775723720682703
"206355_at",4.496323798,0.0346685330000032,0.625867979675549,0.775869396292003
"217976_s_at",7.6441750825,-0.0865677211999971,0.626434626348729,0.776020557644358
"211203_s_at",8.2546769986,0.0340134210000027,0.626526488709955,0.776020557644358
"218453_s_at",7.20893334375,0.0398539913000064,0.626765937057426,0.776020557644358
"219386_s_at",7.91587130705,0.157937210700005,0.627276641408655,0.776113564878473
"215245_x_at",8.6820785192,-0.145714068199997,0.627358464943432,0.776113564878473
"212682_s_at",9.9219952019,-0.0412586460000011,0.628626429484868,0.777285284712254
"48580_at",10.628681776,-0.032430855999996,0.629505148623567,0.777285284712254
"206142_at",5.25262689615,0.0577912923000028,0.629965357751982,0.777285284712254
"214024_s_at",5.54892166245,-0.043786901499999,0.630166029190344,0.777285284712254
"221171_at",7.04987472735,0.047815435900004,0.630207951412416,0.777285284712254
"214643_x_at",8.2704445667,-0.0393190425999954,0.630315207811751,0.777285284712254
"209347_s_at",5.1227196563,0.033278622200001,0.630615251279838,0.777285284712254
"210435_at",4.69736044155,-0.027937332899997,0.63097460942915,0.777285284712254
"219406_at",7.1834612046,0.040430493200005,0.631005852749435,0.777285284712254
"210990_s_at",7.68002267485,-0.0462252206999976,0.631346801940697,0.777285284712254
"206493_at",6.671404951,-0.0418046035999966,0.631545168219174,0.777285284712254
"207534_at",4.86368950685,-0.035195503099998,0.631548682278687,0.777285284712254
"218018_at",8.7998477444,0.0620621282000062,0.632054842677318,0.777285284712254
"219545_at",8.87050447965,0.107398549900003,0.63205735623744,0.777285284712254
"210203_at",4.9070661478,-0.0367184931999995,0.632192031565966,0.777285284712254
"215302_at",5.5270426967,-0.048002304799998,0.633335980134658,0.777752255280412
"215052_at",6.1039818882,0.0359967688000014,0.633339430069593,0.777752255280412
"214915_at",5.41303518585,0.0298057109000007,0.633492470131409,0.777752255280412
"207585_s_at",10.9371765825,0.0694397349999996,0.633709623265725,0.777752255280412
"211136_s_at",8.7376295773,0.0682202052000083,0.633868088053536,0.777752255280412
"221295_at",7.43168219795,0.0406179092999999,0.634144083630467,0.777772792678414
"207816_at",6.82572991965,-0.0392429764999926,0.63509087210191,0.778195388646635
"202031_s_at",9.1725683331,0.0561553048000061,0.635229254453851,0.778195388646635
"216794_at",7.50601523175,-0.0327223448999945,0.635266835598537,0.778195388646635
"221291_at",5.48377160495,0.0422367247000013,0.636193102143727,0.779011961808646
"212491_s_at",8.67805303835,0.0668881121000044,0.63717498543159,0.779778760224441
"206463_s_at",7.29091666245,0.117265046700001,0.637351789151508,0.779778760224441
"204450_x_at",6.40237224245,-0.0384643988999951,0.637599099610184,0.779778760224441
"221478_at",9.6702823125,0.0734820152000086,0.63799300864514,0.779942553355917
"204824_at",7.2443359672,-0.0651739443999997,0.638567450719035,0.780326823689249
"213435_at",6.54734976145,0.0782759267000062,0.638991295609276,0.780526826884295
"221155_x_at",7.789626275,0.0635209244000068,0.642212849123147,0.783750302274326
"213710_s_at",8.42819761185,-0.0308343466999954,0.642396262187161,0.783750302274326
"202508_s_at",5.0305817332,-0.0771776565999982,0.64241399776419,0.783750302274326
"203644_s_at",7.5370379222,-0.0394901747999974,0.642857131526352,0.783972111617502
"37793_r_at",7.41992160465,-0.0775095736999951,0.644853275840896,0.786086886437501
"219935_at",7.4446947601,-0.087090017999996,0.645200851278291,0.786191126659168
"210924_at",8.3368402096,-0.0370350805999902,0.646824088167636,0.787849072067766
"219328_at",8.11760210695,0.0283868237000071,0.647127606329256,0.787898871342438
"201299_s_at",7.68441183715,0.0395922599000027,0.647440516081975,0.787960060140334
"214750_at",8.73952756055,0.0453408821000032,0.648213655421455,0.788581089320505
"215041_s_at",6.82683069835,0.0321567597000048,0.649132768343515,0.789379126481777
"215408_at",7.1819808621,0.0420003056000029,0.649968169835272,0.789808757489149
"217622_at",6.6692419687,0.0503842576000046,0.650012607413569,0.789808757489149
"220176_at",5.3472651239,0.0581842792000034,0.651056516663469,0.790756902830124
"219066_at",6.6742332173,-0.046574759399995,0.6515091280514,0.790986395853581
"220289_s_at",6.12681939225,0.0561546333000029,0.652112259445807,0.791398373113844
"206962_x_at",6.2958434309,-0.0370121423999992,0.652411183375376,0.791440982663213
"214119_s_at",10.473116442,-0.0567193559999914,0.65472023027717,0.793921055307805
"204805_s_at",9.11747319925,0.059000783900002,0.655720602853544,0.79481285194369
"206609_at",6.6343664214,-0.0324947893999985,0.657921304862221,0.797158285374258
"207019_s_at",5.26021966505,-0.0353755572999965,0.658466558222317,0.797496840802161
"215229_at",5.25968314845,0.079847129700001,0.658893862324779,0.797692327269708
"203341_at",7.29617809635,-0.0655598924999934,0.659669904974865,0.798309687343523
"220886_at",6.2763391809,0.0353483176000058,0.660499485222616,0.798991312769293
"203831_at",9.8350093281,0.0441626512000095,0.661043018317189,0.799326503406516
"207021_at",5.62955417975,-0.0326197580999974,0.66220036913493,0.800403347060754
"220715_at",6.80143223755,0.0425984197000027,0.663586394080082,0.801054844310939
"216555_at",7.2174534538,0.0336107886000052,0.663765979807394,0.801054844310939
"207451_at",5.9376694604,0.0389809136000041,0.663769242782254,0.801054844310939
"216777_at",4.7826828708,0.0282341582000019,0.663807447652331,0.801054844310939
"203492_x_at",7.6007116227,-0.0605749699999958,0.66490620770686,0.801778379681295
"220819_at",7.8334663687,0.0538109890000031,0.664941536215687,0.801778379681295
"205356_at",9.352381887,0.0750610284000075,0.665677200351332,0.802101230472284
"221315_s_at",5.58352081805,0.0275428621000025,0.665744021291996,0.802101230472284
"213325_at",6.64102877415,-0.0899482427000002,0.666044535611482,0.802141150876935
"206296_x_at",7.77066243465,-0.0524526998999946,0.666598231520218,0.80230925971984
"216691_at",5.08409669845,-0.037657290699995,0.666787970859477,0.80230925971984
"220870_at",7.82929117875,0.0278630431000026,0.666986431247094,0.80230925971984
"214985_at",5.48905123015,-0.0578698648999971,0.668020368966062,0.803230904568411
"221000_s_at",6.3169409839,-0.0383539599999994,0.669634174491826,0.80484876741806
"212180_at",8.92065286435,-0.052455844499999,0.671399761278926,0.806647690763628
"210676_x_at",8.47374278865,-0.0445446678999986,0.672421117164644,0.807551381702935
"219713_at",7.7119712835,-0.0381546229999978,0.672921696913928,0.8078291679639
"221716_s_at",7.20834180775,0.040219398700005,0.676415856944664,0.811699028333596
"211718_at",6.94560360045,0.0378070221000071,0.67687809138397,0.811928938085529
"210137_s_at",9.36645406065,0.0481585473000052,0.677163814735993,0.811947020067138
"221293_s_at",6.3113868448,0.0386454728000052,0.678904215952014,0.813708608811843
"208182_x_at",6.83863249725,-0.0470089584999984,0.680727655790452,0.815027796732089
"214862_x_at",4.3667338349,-0.026495440999998,0.680825537785951,0.815027796732089
"215990_s_at",7.9908744502,0.0634096802000039,0.681050341936166,0.815027796732089
"216562_at",6.6892400144,-0.0348415289999977,0.681091562135783,0.815027796732089
"215957_at",4.2396568597,0.0296185446000017,0.681727447132899,0.815463453508253
"204902_s_at",7.8707425244,-0.0299438887999992,0.683486940757181,0.8169810464572
"209666_s_at",6.4674484667,0.057280644000004,0.683540808869191,0.8169810464572
"218150_at",10.34787696925,0.0391102105000058,0.684037647048344,0.817249279627651
"214395_x_at",7.0379558695,-0.0887099269999956,0.685656799024769,0.818780722726503
"207936_x_at",7.58416591245,-0.028795008899996,0.685865318737234,0.818780722726503
"209400_at",5.02960342775,0.0246923499000005,0.686159988126179,0.818806668408328
"204034_at",9.30499531715,-0.0880128190999958,0.687487214873028,0.820064272214347
"215688_at",7.3945360465,-0.0411581921999939,0.68967520724404,0.822347226443609
"210212_x_at",8.28973208925,-0.0684041824999966,0.690443405487347,0.822936120962273
"214082_at",7.57442799745,-0.0373346260999954,0.691177855408684,0.823424393756044
"220845_at",4.43623427565,-0.0574113421,0.691402015957158,0.823424393756044
"215715_at",7.8722791456,0.0294395284000055,0.692262234054005,0.824121707207149
"211163_s_at",5.2434724447,0.0502080758000023,0.693546216543714,0.825261967660772
"219725_at",8.70584736815,-0.0854370028999991,0.693909368282584,0.825261967660772
"204137_at",7.4032949611,-0.104560755199995,0.694045314802709,0.825261967660772
"204708_at",6.1730850184,-0.0267229483999989,0.69495726945481,0.825947696878091
"212281_s_at",8.68367408235,-0.1277520963,0.695172644872393,0.825947696878091
"205881_at",5.9908660126,0.0279629964000003,0.696189833851627,0.826828781296469
"207900_at",5.76403959695,-0.032988505699997,0.699964603087248,0.830982908295111
"211214_s_at",6.18724142875,0.0302494555000026,0.700610271016522,0.831420416554417
"207792_at",6.1808194059,0.0328920844000056,0.701838150280505,0.832548220973315
"219435_at",8.43711788455,-0.0343679536999968,0.702226137276323,0.832679214161648
"213200_at",6.5559606293,-0.0426596725999948,0.703104266259185,0.833391070240046
"208532_x_at",8.66405919485,-0.0271014460999943,0.703401248577025,0.833408523525271
"202513_s_at",9.1435120825,-0.029001566599991,0.704164987308467,0.833408523525271
"215951_at",6.9811427467,0.0318317224000007,0.704241476814634,0.833408523525271
"220875_at",6.02334863855,-0.0257570916999974,0.704741088354553,0.833408523525271
"210999_s_at",6.97866119265,-0.0807936062999985,0.704745056982058,0.833408523525271
"43977_at",9.7860998827,0.0241457052000076,0.704785808061204,0.833408523525271
"220608_s_at",5.81984711555,0.0256606723000035,0.705288365333843,0.83357826591185
"209983_s_at",5.1687194254,0.0271066166000029,0.705485072383396,0.83357826591185
"212573_at",9.10565570805,-0.0871719556999953,0.706570877487743,0.83397026028685
"201529_s_at",8.84945825585,0.0782363997000068,0.706867123520243,0.83397026028685
"200814_at",11.675936935,0.0505055500000076,0.70712245551822,0.83397026028685
"219948_x_at",4.02156088795,-0.0216163864999981,0.707130487364492,0.83397026028685
"215834_x_at",5.11418925555,-0.0370834074999973,0.707716108769354,0.83397026028685
"215890_at",7.2964253662,0.034233051600002,0.707795274158097,0.83397026028685
"216735_x_at",5.4972802436,0.032010996000003,0.707915393001614,0.83397026028685
"212358_at",9.05997704865,-0.0306978018999953,0.708040750983536,0.83397026028685
"204380_s_at",4.8733634203,0.0291266204000031,0.709038964086105,0.834818246569197
"204973_at",7.50135640955,-0.0405877120999936,0.709998179992374,0.835619670450028
"208930_s_at",6.6415479531,0.0623726364000037,0.71211393966564,0.837254548650968
"202677_at",9.9638472815,-0.0548456433999913,0.712129004670197,0.837254548650968
"208036_at",6.0533947573,0.0273094660000028,0.712368361507598,0.837254548650968
"211092_s_at",5.1341832378,0.0226523177999978,0.713013662056079,0.837254548650968
"220263_at",6.88943448425,-0.0264571432999965,0.713042459468897,0.837254548650968
"207251_at",6.6555950498,-0.0418513759999977,0.713513406844259,0.837254548650968
"216294_s_at",6.9927269857,0.0379639550000048,0.713856345335712,0.837254548650968
"206166_s_at",5.9417880851,-0.0266597123999963,0.713860735399896,0.837254548650968
"221421_s_at",6.8802425461,0.0270102428000039,0.713899045149726,0.837254548650968
"210022_at",8.6477995798,0.0316809290000037,0.714551955952036,0.837502257990613
"201991_s_at",10.51223838215,0.0553441622999991,0.714668593485323,0.837502257990613
"219907_at",7.07185136885,0.0323440091000053,0.715403453322125,0.838036064024355
"216701_at",5.5517362612,0.0432521552000003,0.716397235380829,0.838872640961158
"217528_at",4.36969356085,-0.0275283770999986,0.718170627237356,0.840621100941111
"205098_at",9.2404217316,-0.0661015695999936,0.719237691295503,0.841264205148114
"221181_at",6.2450240571,0.0264206426000051,0.719280895401637,0.841264205148114
"211352_s_at",7.6038681631,0.0567580880000049,0.719620502868722,0.841333401639192
"207151_at",6.26814650165,0.0246561711000028,0.720207744226298,0.841691948842576
"210511_s_at",8.5715638189,-0.125747764399994,0.72077469173451,0.842026509035642
"205136_s_at",6.6250058694,0.028896676200004,0.721365800922845,0.842097177312834
"214224_s_at",8.4791543808,-0.0415942397999949,0.72147643286524,0.842097177312834
"208085_s_at",5.35558235745,0.0246206111000014,0.721677280957099,0.842097177312834
"209532_at",5.24702439815,-0.035186530499999,0.723095091906659,0.84342351311041
"216884_at",6.08820348535,0.0307199403000036,0.725939496031817,0.846412160161465
"213693_s_at",11.9252201775,0.0827991390000022,0.727107977962334,0.847167891729366
"210748_at",5.01357320645,0.0396855323000027,0.727434681495561,0.847167891729366
"214499_s_at",6.02066486535,-0.0571258482999957,0.727434829698282,0.847167891729366
"215054_at",6.67095382935,0.0305732435000063,0.727745645670001,0.847200984481957
"208911_s_at",8.78557542365,0.0348521327000082,0.728273441933684,0.847248178350698
"207731_at",5.748484456,-0.0299215689999963,0.72835101732215,0.847248178350698
"209295_at",8.50811059535,0.0879366535000088,0.729397421671387,0.848136536827194
"218994_s_at",5.36561356535,-0.0437194618999968,0.731298711732069,0.849911933889352
"210600_s_at",4.30692685995,0.0256117635000015,0.731490871100769,0.849911933889352
"217980_s_at",8.7471036922,-0.0481552297999936,0.731977116277409,0.850147637952857
"217029_at",8.74453008105,0.0276031119000031,0.73266189720461,0.850613657745291
"64488_at",7.00704213155,0.0218354073000047,0.733119674093984,0.850625918345294
"203130_s_at",6.3459041551,0.041201666200001,0.733239541613643,0.850625918345294
"200883_at",9.0554701179,0.0503794892000027,0.734870096199643,0.851638202829673
"215185_at",6.0052064615,-0.0325387957999963,0.734976252155683,0.851638202829673
"203930_s_at",5.92593143195,0.0305103741000021,0.735023652988398,0.851638202829673
"216193_at",5.61434346325,-0.0220678658999969,0.735247648442951,0.851638202829673
"205355_at",5.09874401155,0.0397583867000026,0.735550684859916,0.851660383859416
"217250_s_at",6.1551657999,0.0267930070000046,0.735928711978097,0.851751867438674
"218011_at",9.2321859674,0.0507439738000048,0.73619753075616,0.851751867438674
"211526_s_at",4.4621120733,0.0314535026000025,0.736868239940588,0.851784732746219
"222078_at",4.68255160865,0.0278719935000016,0.737009936615078,0.851784732746219
"201039_s_at",9.188273444,0.0410021392000068,0.737077722069728,0.851784732746219
"216356_x_at",7.16512273875,-0.0278084884999981,0.737654997630919,0.852123601421932
"219438_at",6.9681104884,-0.0300505633999952,0.738391502188076,0.852646076429648
"206158_s_at",10.8011272535,-0.0374369209999994,0.739108284540892,0.853144921141854
"205576_at",6.53219916785,0.165910452700001,0.739392264989607,0.853144921141854
"220606_s_at",7.3018680461,-0.0428584837999972,0.740344094513477,0.85391475722431
"204082_at",9.02086915925,-0.0507303282999931,0.741168018867998,0.854255740637735
"219433_at",5.15453658225,0.0397789525000043,0.741209230960008,0.854255740637735
"65770_at",9.7493369751,0.0310608920000011,0.742322335023381,0.854904861442754
"222335_at",4.9377191962,-0.028180029399997,0.742342388019458,0.854904861442754
"217550_at",7.16996674175,0.0817943653000031,0.742786498630024,0.855081010294818
"216117_at",7.48567199225,-0.026439179699997,0.74342963392251,0.855081010294818
"220510_at",6.5943786168,-0.0315690145999934,0.743478863077882,0.855081010294818
"210173_at",5.1579548274,0.0236974966000032,0.743839698822051,0.855081010294818
"207661_s_at",5.51075647935,0.028809507500001,0.7440852552949,0.855081010294818
"207743_at",6.969312725,-0.0264837671999967,0.744205505959924,0.855081010294818
"201355_s_at",8.55524151735,-0.0215446838999966,0.744679462424542,0.855298004316089
"217079_at",5.8197018846,-0.0360487521999993,0.745889941356785,0.856360437837871
"219503_s_at",6.25233797745,-0.0263815714999964,0.746296848243243,0.856411481603189
"215645_at",6.04251038595,0.0246489245000046,0.746505341464114,0.856411481603189
"210701_at",6.19007172375,-0.0267955420999977,0.747175787000763,0.856779949897375
"212352_s_at",11.301012449,0.0468587420000084,0.747397709627143,0.856779949897375
"215388_s_at",8.25115439065,-0.0747072808999967,0.747702148075233,0.856801544776814
"206952_at",4.2310559044,0.0209923258000027,0.748625319302429,0.857531866325807
"215562_at",7.2177514154,0.0208859154000045,0.752018119540462,0.861089449855491
"213474_at",7.32823875475,0.0401292821000059,0.752605687293562,0.86143344596745
"220562_at",4.79341181125,0.0254138671000046,0.753640159672888,0.862288512211543
"214324_at",5.5748269399,0.021083273200003,0.754455391409178,0.862892174695972
"204859_s_at",5.1345041298,-0.0271329293999987,0.755733731013298,0.864024844908496
"212282_at",9.26165593715,0.0839774991000031,0.756551685341965,0.864630497533674
"219728_at",5.08102625485,0.0210469925000041,0.756941545202725,0.864746624374781
"201357_s_at",7.6675309006,-0.0358962113999963,0.757988331861445,0.865612864706637
"207562_at",6.5051489367,0.0167834908000026,0.75880865343277,0.866219924010011
"218827_s_at",7.49331326005,-0.0372480822999961,0.759785002779755,0.867004567645213
"205899_at",6.7515674249,-0.0395923357999965,0.76072910975818,0.867751836226061
"207472_at",4.6111542282,0.0192856824000032,0.761432043845288,0.867899362737425
"213874_at",7.1493080878,0.025816813400005,0.761636984104327,0.867899362737425
"208522_s_at",4.64154200625,0.0191245679000014,0.76172634069588,0.867899362737425
"217106_x_at",8.97456410295,0.0372813133000012,0.763686291208313,0.8698021539958
"202203_s_at",8.2462348479,0.0864527674000026,0.764314053839603,0.870101390694877
"201424_s_at",7.877621983,-0.0354281401999961,0.764529088623899,0.870101390694877
"214090_at",4.68329404375,-0.0206699622999977,0.766204317058546,0.871677266278209
"214402_s_at",5.0949998845,-0.0305423945999959,0.767293327888484,0.872585285695774
"204840_s_at",4.24338511415,0.0269299021,0.769246132139127,0.874474572344593
"213631_x_at",6.2468190097,-0.0268778041999971,0.769922223379039,0.874911617476181
"213980_s_at",8.75599261305,-0.0400522700999986,0.77068828799146,0.875450535393556
"221847_at",7.7515458992,0.0368110858000001,0.771397572061793,0.875883178841188
"216132_at",4.91906170345,0.0158561661000043,0.771653080559087,0.875883178841188
"202039_at",8.89233934165,-0.0333773372999957,0.773104658066075,0.877198931239873
"201651_s_at",10.9354863701,-0.0573574397999916,0.774437435901676,0.878058871475979
"205364_at",7.97492261995,-0.0686448759000005,0.774894896731265,0.878058871475979
"211821_x_at",5.51952736545,-0.0182900688999945,0.77490473797583,0.878058871475979
"217740_x_at",13.101850569,-0.0294728099999961,0.775033297222797,0.878058871475979
"211873_s_at",7.1205247465,0.0229854802000045,0.776474678570056,0.878957961750115
"208087_s_at",6.00785445575,0.0344296731000018,0.77670133329802,0.878957961750115
"221311_x_at",6.14212156055,-0.0410738818999974,0.776950117280583,0.878957961750115
"217068_at",4.3736402732,0.0161899556000034,0.77704824501941,0.878957961750115
"221284_s_at",5.558566387,-0.0223035391999966,0.777291824174352,0.878957961750115
"202201_at",10.1482497649,0.0507254108000019,0.777616546846804,0.87899383592329
"202936_s_at",7.64690218835,-0.0831486712999956,0.778174853996357,0.879293620334866
"215703_at",4.3518904249,0.0292911488000032,0.778632903892432,0.879479936625488
"202648_at",7.1978038138,0.069846118400001,0.778932602812746,0.879487319698245
"219360_s_at",6.7914579645,0.0714928032000044,0.77962505980531,0.879624065174364
"218571_s_at",9.5833866693,0.044849805600002,0.779640129766212,0.879624065174364
"218761_at",7.90825507855,0.0364512719000016,0.780725692027341,0.880517697775197
"219973_at",6.2176270889,0.0496712835999986,0.781020328921184,0.880518972853646
"212251_at",10.43845093105,0.049154199700002,0.781842864489906,0.88111517410583
"210045_at",7.19047224485,-0.0393963962999955,0.782730726240345,0.881784520736401
"215467_x_at",8.0834791442,-0.0268952219999932,0.783278219637336,0.881915002853116
"218335_x_at",9.9191790825,0.0268070490000003,0.783434494201185,0.881915002853116
"219554_at",5.92485585385,0.0196490429000011,0.78540345589843,0.883553649325892
"217715_x_at",6.10792352995,-0.0270447548999986,0.785754745189472,0.883553649325892
"208028_s_at",5.759771065,0.0207207926000024,0.785773712133826,0.883553649325892
"55692_at",7.27357388765,-0.0496178980999957,0.786527070872209,0.884069394011475
"208289_s_at",8.1526196018,-0.0249612623999962,0.787147398169623,0.884262035033029
"63009_at",7.30180066445,0.0168552047000032,0.787287965191073,0.884262035033029
"205187_at",5.23741326785,0.0311134355,0.788679017166169,0.88549290849495
"208585_at",6.89231628565,-0.0273125248999957,0.789429578600112,0.886004016386208
"208697_s_at",11.510798571,-0.0434169059999991,0.79000744275116,0.886102597592879
"219868_s_at",7.8783266453,-0.0256334263999962,0.790108149520317,0.886102597592879
"209081_s_at",8.04224623955,-0.0540662732999984,0.790779239323891,0.886229503578197
"213821_s_at",5.62705056765,-0.0189707282999976,0.790812127026277,0.886229503578197
"207282_s_at",7.83733723035,0.0342698303000031,0.79144365610028,0.886606037453638
"217176_s_at",4.48105221895,0.0153528963000058,0.79208788632181,0.886996513238309
"219450_at",6.8376060421,0.038246334600001,0.793634203071912,0.887889918987275
"207417_s_at",5.82353071675,-0.0431792200999972,0.79386549269351,0.887889918987275
"213690_s_at",6.3352577771,0.0371277984000029,0.793941105166304,0.887889918987275
"216455_at",7.6077802649,0.024999398800003,0.794069550880953,0.887889918987275
"210281_s_at",5.05954306755,0.0441295437000004,0.794642468471387,0.887993778870355
"203583_at",9.27273624575,0.0399700977000013,0.794783044563223,0.887993778870355
"221241_s_at",7.76611404945,-0.0212653528999969,0.795050430015258,0.887993778870355
"206178_at",7.3160278837,0.0209306198000023,0.795741179051887,0.888393384988977
"215445_x_at",5.04798696315,0.0286297545000043,0.796000472950123,0.888393384988977
"222274_at",5.78657744835,-0.0206142330999981,0.798358127886316,0.890693337173279
"214668_at",6.21738554155,0.0169703361000035,0.798748918333272,0.890798050185805
"222012_at",6.14128366585,0.0290866325000012,0.799681136315706,0.8913716767446
"206242_at",5.82160777985,0.0185748439000033,0.799886964648932,0.8913716767446
"220268_at",5.21391162345,0.020024129700003,0.800154641824403,0.8913716767446
"217285_at",6.30014739505,0.0271466849000008,0.800744894080843,0.891523700752297
"201813_s_at",9.1664255882,-0.0356715675999943,0.80088545784248,0.891523700752297
"215644_at",7.5799155005,-0.0227382169999952,0.801224606509003,0.891570407836427
"216192_at",6.19447025175,-0.0215844118999975,0.803085796496927,0.893265114720212
"203679_at",8.6050360073,-0.0185159741999961,0.803626098968897,0.893265114720212
"221297_at",7.5774246654,-0.0203790855999966,0.803640848209951,0.893265114720212
"202314_at",7.16126245675,-0.0554320460999946,0.804725352630724,0.894139280700805
"207875_at",4.4819607485,0.0167947886000039,0.805800026755905,0.895001880884011
"202205_at",9.100586482,0.0351720744000001,0.806651034288333,0.895228351824341
"221089_at",5.04740859525,0.0219210806999985,0.806994162273735,0.895228351824341
"221881_s_at",7.35766675325,0.0365869927000029,0.807087184097285,0.895228351824341
